id,host_id,host_response_time,host_response_rate,host_is_superhost,host_listings_count,street,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,city,state,zipcode,market,smart_location,country_code,country,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,square_feet,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,calendar_updated,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_location,reviews_per_month,crime,year
37647813,18839434,within an hour,100%,t,153.0,"Los Angeles, CA, United States",South Robertson,Mid-City,City of Los Angeles,Los Angeles,CA,90034,Los Angeles,"Los Angeles, CA",US,United States,34.03242,-118.37986000000001,Townhouse,Entire home/apt,6,3.0,3.0,3.0,,250.0,,,$500.00,$149.00,4,$5.00,31,1125,a week ago,0,26,56,290,1,100.0,10.0,10.0,10.0,10.0,0.83,47879.0,2019.0
27613018,22895579,within an hour,100%,f,11.0,"Long Beach, CA, United States",Long Beach,Long Beach,Other Cities,Long Beach,CA,90804,Los Angeles,"Long Beach, CA",US,United States,33.77498,-118.15857,Bungalow,Entire home/apt,4,1.0,2.0,2.0,,162.0,,,$0.00,$100.00,1,$0.00,7,1125,yesterday,4,13,43,43,17,94.0,10.0,10.0,10.0,9.0,1.09,148.0,2019.0
4504708,23384097,,,f,1.0,"Los Angeles, CA, United States",Studio City,Studio City,City of Los Angeles,Los Angeles,CA,91423,Los Angeles,"Los Angeles, CA",US,United States,34.14427,-118.36236000000001,Apartment,Entire home/apt,2,1.0,1.0,1.0,,119.0,$650.00,,$250.00,$70.00,3,$75.00,12,60,2 months ago,23,53,83,358,1,100.0,10.0,10.0,10.0,10.0,0.18,47879.0,2019.0
40063612,35924928,within an hour,100%,f,4.0,"Los Angeles, CA, United States",Venice,Venice,City of Los Angeles,Los Angeles,CA,90291,Los Angeles,"Los Angeles, CA",US,United States,33.98787,-118.4676,Bungalow,Entire home/apt,4,1.0,1.0,2.0,,158.0,,,,$69.00,2,$30.00,2,1125,2 weeks ago,14,35,63,63,1,80.0,6.0,6.0,10.0,10.0,1.0,47879.0,2019.0
9260366,32391046,,,f,2.0,"Los Angeles, CA, United States",Westside,Cheviot Hills,City of Los Angeles,Los Angeles,CA,90064,Los Angeles,"Los Angeles, CA",US,United States,34.0372,-118.41368999999999,House,Entire home/apt,4,1.0,1.0,1.0,,245.0,,,,$50.00,2,$45.00,364,365,40 months ago,30,60,90,365,2,100.0,10.0,10.0,10.0,10.0,0.04,47879.0,2019.0
19564159,123306288,within an hour,100%,t,3.0,"Los Angeles, CA, United States",Mar Vista,Mar Vista,City of Los Angeles,Los Angeles,CA,90066,Los Angeles,"Los Angeles, CA",US,United States,34.01925,-118.44147,House,Private room,2,1.5,1.0,1.0,,60.0,,,$0.00,$30.00,1,$5.00,3,90,4 days ago,0,0,0,0,68,99.0,10.0,9.0,10.0,10.0,2.42,47879.0,2019.0
4907055,25261072,within a few hours,100%,t,2.0,"Los Angeles, CA, United States",Westchester/Playa Del Rey,Westchester,City of Los Angeles,Los Angeles,CA,90045,Los Angeles,"Los Angeles, CA",US,United States,33.95816,-118.38991999999999,House,Private room,1,1.0,1.0,1.0,,65.0,,"$1,050.00",$0.00,$0.00,1,$0.00,30,1125,3 months ago,0,11,41,316,69,96.0,10.0,10.0,10.0,10.0,1.22,47879.0,2019.0
24248672,182821594,within an hour,100%,f,6.0,"Los Angeles, CA, United States",Hollywood,Hollywood,City of Los Angeles,Los Angeles,CA,90046,Los Angeles,"Los Angeles, CA",US,United States,34.10279,-118.34889,Apartment,Entire home/apt,3,1.0,1.0,2.0,,139.0,,,$100.00,$49.00,2,$19.00,1,10,yesterday,7,31,49,312,113,94.0,10.0,10.0,9.0,10.0,5.58,47879.0,2019.0
22582628,21818225,,,f,1.0,"West Hollywood, CA, United States",Mid-Wilshire,Carthay,City of Los Angeles,West Hollywood,CA,90048,Los Angeles,"West Hollywood, CA",US,United States,34.0618,-118.37100000000001,Townhouse,Entire home/apt,4,2.0,2.0,2.0,,225.0,,,$850.00,$160.00,1,$0.00,30,1125,5 months ago,9,14,14,252,2,100.0,8.0,10.0,10.0,10.0,0.11,27938.0,2019.0
23533513,106484924,within an hour,89%,f,8.0,"Los Angeles, CA, United States",Hollywood,Hollywood,City of Los Angeles,Los Angeles,CA,90028,Los Angeles,"Los Angeles, CA",US,United States,34.10228,-118.32661,Apartment,Entire home/apt,4,1.0,1.0,2.0,,149.0,,,$150.00,$59.00,2,$25.00,1,1125,a week ago,20,50,80,355,11,71.0,7.0,7.0,7.0,9.0,0.56,47879.0,2019.0
32281783,230016718,within an hour,100%,t,33.0,"Los Angeles, CA, United States",Hollywood,Hollywood,City of Los Angeles,Los Angeles,CA,90028,Los Angeles,"Los Angeles, CA",US,United States,34.104490000000006,-118.33566,Condominium,Entire home/apt,8,2.0,2.0,3.0,,224.0,,,$600.00,$115.00,6,$10.00,1,1125,today,9,31,54,54,65,98.0,10.0,10.0,10.0,10.0,6.59,47879.0,2019.0
10293704,37815166,within a few hours,80%,t,2.0,"Beverly Hills, CA, United States",Beverly Hills,Beverly Hills,Other Cities,Beverly Hills,CA,90211,Los Angeles,"Beverly Hills, CA",US,United States,34.06834,-118.38238,Apartment,Entire home/apt,4,1.0,2.0,3.0,,193.0,,,$200.00,$150.00,1,$0.00,4,120,7 months ago,0,0,0,0,12,100.0,10.0,9.0,10.0,10.0,0.42,8874.0,2019.0
14041932,71325123,within a day,57%,f,1.0,"Pasadena, CA, United States",Pasadena,Pasadena,Other Cities,Pasadena,CA,91103,Los Angeles,"Pasadena, CA",US,United States,34.17758,-118.15387,House,Private room,2,1.0,1.0,1.0,,50.0,,,,,1,$0.00,7,1125,5 months ago,14,44,74,349,31,90.0,9.0,9.0,10.0,9.0,0.75,67.0,2019.0
30430058,6795635,within an hour,100%,f,4.0,"Los Angeles, CA, United States",South LA,Leimert Park,City of Los Angeles,Los Angeles,CA,90008,Los Angeles,"Los Angeles, CA",US,United States,34.00562,-118.32853999999999,Apartment,Entire home/apt,6,1.0,2.0,2.0,,109.0,,,$500.00,$95.00,4,$20.00,30,1125,today,13,39,69,159,25,98.0,10.0,10.0,10.0,9.0,2.4,47879.0,2019.0
24084104,178311297,within an hour,100%,f,46.0,"Los Angeles, CA, United States",Mid-Wilshire,Pico-Union,City of Los Angeles,Los Angeles,CA,90006,Los Angeles,"Los Angeles, CA",US,United States,34.047990000000006,-118.28728000000001,Hostel,Private room,2,1.0,1.0,2.0,,74.0,,,$0.00,$14.00,1,$14.00,30,31,5 weeks ago,30,59,59,59,33,85.0,9.0,9.0,9.0,9.0,1.67,47879.0,2019.0
19953205,133276825,within an hour,100%,f,12.0,"Los Angeles, CA, United States",Hollywood,Hollywood,City of Los Angeles,Los Angeles,CA,90046,Los Angeles,"Los Angeles, CA",US,United States,34.09962,-118.34568,Apartment,Shared room,1,2.0,1.0,1.0,,29.0,,,$0.00,$15.00,1,$0.00,30,1125,5 days ago,29,29,29,62,50,95.0,10.0,10.0,10.0,10.0,1.73,47879.0,2019.0
27831977,160353329,within an hour,100%,t,4.0,"Los Angeles, CA, United States",Westlake,Westlake,City of Los Angeles,Los Angeles,CA,90017,Los Angeles,"Los Angeles, CA",US,United States,34.051970000000004,-118.26602,Apartment,Private room,3,1.0,1.0,2.0,,89.0,,,$200.00,$35.00,1,$15.00,30,60,10 months ago,0,0,0,0,18,98.0,10.0,10.0,10.0,10.0,1.14,47879.0,2019.0
1689254,8927358,within an hour,100%,t,1.0,"Los Angeles, CA, United States",Brentwood,Brentwood,City of Los Angeles,Los Angeles,CA,90049,Los Angeles,"Los Angeles, CA",US,United States,34.04253,-118.48311000000001,Apartment,Private room,1,1.0,1.0,0.0,,85.0,,"$2,950.00",$150.00,$25.00,1,$20.00,2,22,2 weeks ago,22,52,75,350,70,98.0,10.0,10.0,10.0,10.0,1.05,47879.0,2019.0
17620038,119791572,,,f,1.0,"Los Angeles, CA, United States",Mid-Wilshire,Mid-Wilshire,City of Los Angeles,Los Angeles,CA,90019,Los Angeles,"Los Angeles, CA",US,United States,34.0495,-118.34355,Apartment,Shared room,3,1.0,1.0,3.0,,70.0,,,$300.00,$40.00,2,$25.00,1,3,23 months ago,30,60,89,89,3,93.0,10.0,10.0,9.0,10.0,0.1,47879.0,2019.0
28894044,217813635,within an hour,100%,f,2.0,"Los Angeles, CA, United States",Mid-Wilshire,Fairfax,City of Los Angeles,Los Angeles,CA,90036,Los Angeles,"Los Angeles, CA",US,United States,34.070570000000004,-118.3489,Apartment,Private room,2,1.0,1.0,1.0,,135.0,,,$0.00,$30.00,1,$0.00,2,1125,3 months ago,4,34,64,339,2,100.0,10.0,10.0,10.0,10.0,0.14,47879.0,2019.0
13674419,73357040,within an hour,100%,t,1.0,"Long Beach, CA, United States",Long Beach,Long Beach,Other Cities,Long Beach,CA,,Los Angeles,"Long Beach, CA",US,United States,33.76935,-118.17565,House,Private room,2,1.5,1.0,1.0,,55.0,,,,$15.00,1,$0.00,1,24,5 weeks ago,22,24,24,24,43,97.0,10.0,10.0,10.0,10.0,1.03,148.0,2019.0
20151421,9905657,within a few hours,90%,f,1.0,"Los Angeles, CA, United States",Mar Vista,Mar Vista,City of Los Angeles,Los Angeles,CA,90066,Los Angeles,"Los Angeles, CA",US,United States,33.99732,-118.43897,Guesthouse,Entire home/apt,2,1.0,1.0,1.0,,135.0,,,$500.00,$80.00,2,$25.00,3,14,2 months ago,24,54,84,359,54,97.0,10.0,10.0,10.0,10.0,1.91,47879.0,2019.0
31570356,231410125,within an hour,100%,t,1.0,"Los Angeles, CA, United States",Echo Park,Echo Park,City of Los Angeles,Los Angeles,CA,90012,Los Angeles,"Los Angeles, CA",US,United States,34.06723,-118.2496,Apartment,Entire home/apt,6,1.0,3.0,3.0,,157.0,,,$250.00,$128.00,1,$0.00,2,18,today,17,47,77,107,23,95.0,10.0,10.0,10.0,10.0,2.47,47879.0,2019.0
26475314,199101550,within an hour,93%,t,1.0,"Los Angeles, CA, United States",Venice,Venice,City of Los Angeles,Los Angeles,CA,90291,Los Angeles,"Los Angeles, CA",US,United States,33.983740000000004,-118.464,Loft,Entire home/apt,2,1.0,1.0,1.0,,150.0,,,$500.00,$125.00,1,$0.00,1,1125,3 weeks ago,1,7,19,72,106,99.0,10.0,10.0,10.0,10.0,6.21,47879.0,2019.0
4575206,23715757,within a few hours,100%,f,1.0,"Los Angeles, CA, United States",Mount Washington,Highland Park,City of Los Angeles,Los Angeles,CA,90065,Los Angeles,"Los Angeles, CA",US,United States,34.09945,-118.20506999999999,Apartment,Private room,2,1.0,1.0,1.0,,85.0,$450.00,"$1,800.00",$0.00,$20.00,2,$0.00,1,14,5 months ago,30,60,90,365,53,92.0,9.0,8.0,10.0,10.0,1.02,47879.0,2019.0
30592943,44956944,within an hour,92%,f,2.0,"Los Angeles, CA, United States",Downtown,Downtown,City of Los Angeles,Los Angeles,CA,90012,Los Angeles,"Los Angeles, CA",US,United States,34.05605,-118.25203,Apartment,Entire home/apt,4,1.0,1.0,2.0,,53.0,,,$0.00,$75.00,1,$0.00,2,1125,6 weeks ago,16,40,70,70,22,87.0,9.0,9.0,9.0,10.0,1.82,47879.0,2019.0
29806665,141909186,within an hour,100%,t,6.0,"Los Angeles, CA, United States",North Hollywood,North Hollywood,City of Los Angeles,Los Angeles,CA,91606,Los Angeles,"Los Angeles, CA",US,United States,34.193059999999996,-118.40078000000001,Guesthouse,Entire home/apt,4,1.0,1.0,2.0,,99.0,,,$300.00,$80.00,2,$25.00,3,1125,7 weeks ago,8,38,65,155,10,100.0,10.0,10.0,10.0,9.0,0.78,47879.0,2019.0
14828329,25326961,within an hour,100%,t,37.0,"Los Angeles, CA, United States",Venice,Venice,City of Los Angeles,Los Angeles,CA,90291,Los Angeles,"Los Angeles, CA",US,United States,33.98434,-118.46913,Apartment,Entire home/apt,4,1.0,1.0,2.0,,99.0,,,$500.00,$150.00,2,$10.00,31,1125,today,14,44,74,349,8,88.0,10.0,9.0,10.0,10.0,0.24,47879.0,2019.0
6446853,1247886,within an hour,100%,t,3.0,"Los Angeles, CA, United States",Venice,Venice,City of Los Angeles,Los Angeles,CA,90291,Los Angeles,"Los Angeles, CA",US,United States,33.996359999999996,-118.45695,Apartment,Entire home/apt,2,1.0,1.0,0.0,,197.0,,,$500.00,$100.00,2,$25.00,30,1125,5 weeks ago,30,60,90,365,183,98.0,10.0,10.0,10.0,10.0,3.57,47879.0,2019.0
28253698,85186,within an hour,100%,f,1.0,"Los Angeles, CA, United States",Del Rey,Del Rey,City of Los Angeles,Los Angeles,CA,90066,Los Angeles,"Los Angeles, CA",US,United States,33.99049,-118.43511000000001,Bungalow,Entire home/apt,4,1.0,2.0,0.0,,175.0,,,$500.00,$75.00,1,$0.00,6,15,2 weeks ago,0,0,0,0,4,100.0,10.0,10.0,10.0,10.0,0.26,47879.0,2019.0
18998903,39284392,,,f,2.0,"Los Angeles, CA, United States",Hollywood,Hollywood Hills,City of Los Angeles,Los Angeles,CA,90068,Los Angeles,"Los Angeles, CA",US,United States,34.10779,-118.31785,Townhouse,Private room,2,1.0,1.0,1.0,,66.0,,,$150.00,$52.00,1,$0.00,2,14,13 months ago,0,0,0,0,83,93.0,10.0,9.0,10.0,10.0,2.76,47879.0,2019.0
17483299,15789432,,,t,1.0,"Los Angeles, CA, United States",Palms,Palms,City of Los Angeles,Los Angeles,CA,90034,Los Angeles,"Los Angeles, CA",US,United States,34.01667,-118.41303,House,Entire home/apt,2,1.0,1.0,1.0,,99.0,,,$0.00,$35.00,2,$100.00,4,15,8 months ago,0,0,0,0,78,99.0,10.0,10.0,10.0,10.0,2.34,47879.0,2019.0
14746194,30689308,within an hour,100%,f,11.0,"Los Angeles, CA, United States",Hollywood,Hollywood,City of Los Angeles,Los Angeles,CA,90038,Los Angeles,"Los Angeles, CA",US,United States,34.08563,-118.33877,House,Entire home/apt,5,1.0,1.0,1.0,,128.0,,,$300.00,$100.00,2,$50.00,1,30,3 weeks ago,29,59,89,364,34,95.0,9.0,9.0,10.0,10.0,0.87,47879.0,2019.0
30492727,23048713,within an hour,100%,t,4.0,"Los Angeles, CA, United States",Hollywood,Hollywood Hills,City of Los Angeles,Los Angeles,CA,90068,Los Angeles,"Los Angeles, CA",US,United States,34.10857,-118.32926,House,Private room,2,1.0,1.0,1.0,,55.0,,,$175.00,$45.00,1,$15.00,1,1125,2 weeks ago,3,25,25,268,87,99.0,10.0,10.0,10.0,10.0,7.27,47879.0,2019.0
39726478,261880684,within an hour,96%,t,7.0,"Glendale, CA, United States",Glendale,Glendale,Other Cities,Glendale,CA,91208,Los Angeles,"Glendale, CA",US,United States,34.20386,-118.22424,House,Entire home/apt,9,1.0,3.0,7.0,,282.0,,,$250.00,$150.00,5,$15.00,1,1125,5 weeks ago,5,29,59,238,7,100.0,10.0,10.0,10.0,10.0,5.38,5273.0,2019.0
7545144,23750189,within an hour,90%,t,2.0,"Long Beach, CA, United States",Long Beach,Long Beach,Other Cities,Long Beach,CA,90803,Los Angeles,"Long Beach, CA",US,United States,33.76708,-118.14128999999998,House,Entire home/apt,2,1.0,1.0,1.0,,70.0,,,,$30.00,1,$0.00,1,1125,4 weeks ago,24,54,84,359,326,98.0,10.0,10.0,10.0,10.0,6.16,148.0,2019.0
11986802,64069396,within a few hours,100%,t,2.0,"Los Angeles, CA, United States",Woodland Hills/Warner Center,Woodland Hills,City of Los Angeles,Los Angeles,CA,91367,Los Angeles,"Los Angeles, CA",US,United States,34.17651,-118.63521999999999,Guest suite,Entire home/apt,4,1.0,0.0,1.0,,95.0,,,$100.00,$40.00,2,$15.00,3,365,a week ago,22,52,82,357,109,98.0,10.0,10.0,10.0,10.0,2.5,47879.0,2019.0
21847372,112938085,within an hour,100%,f,3.0,"Long Beach, CA, United States",Long Beach,Long Beach,Other Cities,Long Beach,CA,90803,Coastal Orange County,"Long Beach, CA",US,United States,33.75251,-118.11861999999999,House,Private room,2,2.5,1.0,1.0,,52.0,,,$0.00,$12.00,2,$0.00,2,60,2 months ago,10,40,67,336,127,95.0,10.0,9.0,10.0,10.0,5.3,148.0,2019.0
17300196,116718862,,,f,1.0,"Los Angeles, CA, United States",Westwood,Westwood,City of Los Angeles,Los Angeles,CA,90024,Los Angeles,"Los Angeles, CA",US,United States,34.05382,-118.43175,Apartment,Entire home/apt,3,1.0,1.0,2.0,,139.0,,,$250.00,$80.00,4,$40.00,30,60,32 months ago,23,53,83,358,1,100.0,10.0,10.0,10.0,10.0,0.05,47879.0,2019.0
31897376,50423326,,,f,2.0,"Los Angeles, CA, United States",Hollywood,Hollywood,City of Los Angeles,Los Angeles,CA,90028,Los Angeles,"Los Angeles, CA",US,United States,34.095729999999996,-118.34095,Apartment,Entire home/apt,2,1.0,1.0,1.0,,133.0,,,,$69.00,1,$10.00,30,1125,4 months ago,0,0,0,0,2,100.0,10.0,10.0,10.0,10.0,0.26,47879.0,2019.0
30063742,62712864,,,t,1.0,"Los Angeles, CA, United States",Brentwood,Brentwood,City of Los Angeles,Los Angeles,CA,90049,Los Angeles,"Los Angeles, CA",US,United States,34.04942,-118.46383,Apartment,Private room,1,1.0,1.0,0.0,,80.0,,,,,1,$0.00,30,1125,6 months ago,0,0,0,0,33,99.0,10.0,10.0,10.0,10.0,2.67,47879.0,2019.0
39420593,7722904,within an hour,100%,t,0.0,"Los Angeles, CA, United States",Lincoln Heights,Lincoln Heights,City of Los Angeles,Los Angeles,CA,90032,Los Angeles,"Los Angeles, CA",US,United States,34.07825,-118.19843999999999,Guest suite,Entire home/apt,2,1.0,0.0,1.0,,89.0,,,$0.00,$45.00,1,$10.00,2,12,3 weeks ago,10,16,39,128,2,100.0,10.0,10.0,10.0,9.0,2.0,47879.0,2019.0
38843309,286151243,within a day,60%,f,0.0,"Los Angeles, CA, United States",Palms,Palms,City of Los Angeles,Los Angeles,CA,90034,Los Angeles,"Los Angeles, CA",US,United States,34.02613,-118.4038,Guesthouse,Entire home/apt,1,1.0,0.0,1.0,,49.0,,,$200.00,$45.00,1,$10.00,30,200,2 months ago,30,60,90,365,3,93.0,10.0,9.0,10.0,10.0,1.27,47879.0,2019.0
39628492,301982290,within an hour,100%,f,6.0,"Santa Monica, CA, United States",Santa Monica,Santa Monica,Other Cities,Santa Monica,CA,90404,Los Angeles,"Santa Monica, CA",US,United States,34.0192,-118.47062,Townhouse,Shared room,1,1.5,1.0,0.0,,29.0,,,,$5.00,1,$0.00,1,35,4 weeks ago,20,49,79,169,7,86.0,10.0,10.0,9.0,10.0,6.36,7166.0,2019.0
26298444,25171344,within a few hours,100%,f,1.0,"Los Angeles, CA, United States",Sherman Oaks,Sherman Oaks,City of Los Angeles,Los Angeles,CA,91403,Los Angeles,"Los Angeles, CA",US,United States,34.16023,-118.45801000000002,Apartment,Entire home/apt,2,1.0,1.0,1.0,,90.0,,,$150.00,$40.00,2,$15.00,30,1125,3 months ago,0,0,0,0,10,98.0,10.0,9.0,10.0,10.0,0.58,47879.0,2019.0
12585914,6946536,within an hour,100%,f,1.0,"Santa Monica, CA, United States",Santa Monica,Santa Monica,Other Cities,Santa Monica,CA,90404,Los Angeles,"Santa Monica, CA",US,United States,34.014590000000005,-118.48203000000001,Townhouse,Entire home/apt,6,2.5,2.0,2.0,,149.0,,,$250.00,$100.00,1,$0.00,30,60,5 weeks ago,12,12,12,12,15,96.0,10.0,9.0,10.0,10.0,0.34,7166.0,2019.0
20310431,134010948,within an hour,90%,t,41.0,"Santa Monica, CA, United States",Santa Monica,Santa Monica,Other Cities,Santa Monica,CA,90405,Los Angeles,"Santa Monica, CA",US,United States,34.0061,-118.4912,Serviced apartment,Entire home/apt,3,1.0,1.0,1.0,,134.0,,,$250.00,$200.00,1,$0.00,31,90,3 months ago,0,0,0,0,2,100.0,10.0,10.0,10.0,10.0,0.1,7166.0,2019.0
23962959,153679076,within an hour,95%,t,1.0,"Los Angeles, CA, United States",Encino,Encino,City of Los Angeles,Los Angeles,CA,91316,Los Angeles,"Los Angeles, CA",US,United States,34.15717,-118.50388999999998,Guest suite,Entire home/apt,2,1.0,1.0,1.0,,74.0,,,$0.00,$20.00,1,$0.00,1,1125,today,0,13,43,43,216,98.0,10.0,10.0,10.0,10.0,10.73,47879.0,2019.0
38323951,227184756,within an hour,100%,t,5.0,"Los Angeles, CA, United States",West Los Angeles,Sawtelle,City of Los Angeles,Los Angeles,CA,90025,Los Angeles,"Los Angeles, CA",US,United States,34.039120000000004,-118.4607,Apartment,Private room,2,1.0,1.0,1.0,,89.0,,,$200.00,$100.00,1,$26.00,30,1000,6 days ago,30,60,90,365,2,100.0,10.0,10.0,10.0,10.0,0.8,47879.0,2019.0
29680188,66980867,within an hour,96%,f,6.0,"Los Angeles, CA, United States",Boyle Heights,Boyle Heights,City of Los Angeles,Los Angeles,CA,90033,Los Angeles,"Los Angeles, CA",US,United States,34.048429999999996,-118.22176999999999,Townhouse,Private room,2,1.5,1.0,1.0,,55.0,,,,$25.00,1,$10.00,30,1125,6 months ago,21,51,81,356,5,100.0,10.0,10.0,10.0,10.0,0.39,47879.0,2019.0
30714038,108966980,within a few hours,100%,f,2.0,"Los Angeles, CA, United States",North Hollywood,North Hollywood,City of Los Angeles,Los Angeles,CA,91601,Los Angeles,"Los Angeles, CA",US,United States,34.16205,-118.37478,Apartment,Private room,1,1.0,1.0,1.0,,67.0,,,$800.00,$0.00,1,$65.00,30,130,4 months ago,30,60,90,90,3,93.0,9.0,9.0,10.0,10.0,0.27,47879.0,2019.0
6770074,2034417,,,f,1.0,"Los Angeles, CA, United States",West Los Angeles,Sawtelle,City of Los Angeles,Los Angeles,CA,90025,Los Angeles,"Los Angeles, CA",US,United States,34.03994,-118.45188,House,Entire home/apt,4,1.0,2.0,3.0,,250.0,"$1,350.00","$4,000.00",$750.00,$90.00,3,$50.00,30,30,a week ago,9,12,42,317,18,92.0,9.0,9.0,9.0,9.0,0.33,47879.0,2019.0
21899535,15942019,,,f,1.0,"Los Angeles, CA, United States",Mid-Wilshire,Mid-Wilshire,City of Los Angeles,Los Angeles,CA,90036,Los Angeles,"Los Angeles, CA",US,United States,34.06628,-118.35073999999999,Apartment,Private room,2,1.0,1.0,1.0,,75.0,,,$100.00,$60.00,1,$0.00,1,20,22 months ago,0,0,0,0,1,100.0,10.0,10.0,10.0,10.0,0.05,47879.0,2019.0
20727653,19000343,within a few hours,100%,f,1.0,"Los Angeles, CA, United States",Westside,Sawtelle,City of Los Angeles,Los Angeles,CA,90064,Los Angeles,"Los Angeles, CA",US,United States,34.03763,-118.43586,Townhouse,Private room,1,1.0,1.0,1.0,,100.0,,,,$80.00,1,$10.00,30,1125,5 months ago,29,59,89,89,5,96.0,10.0,10.0,9.0,10.0,0.18,47879.0,2019.0
30253102,215068080,within an hour,100%,f,2.0,"Long Beach, CA, United States",Long Beach,Long Beach,Other Cities,Long Beach,CA,90802,Los Angeles,"Long Beach, CA",US,United States,33.76947,-118.18661000000002,Hotel,Private room,2,1.0,1.0,1.0,,60.0,,,,,1,$0.00,4,1125,5 months ago,30,60,85,360,15,80.0,9.0,8.0,10.0,10.0,1.41,148.0,2019.0
31190714,21940642,within a few hours,98%,f,47.0,"Los Angeles, CA, United States",South LA,Exposition Park,City of Los Angeles,Los Angeles,CA,90018,Los Angeles,"Los Angeles, CA",US,United States,34.02383,-118.3011,House,Shared room,4,1.0,1.0,4.0,,23.0,,,$0.00,$10.00,1,$20.00,30,90,3 weeks ago,27,57,87,87,8,83.0,9.0,7.0,10.0,9.0,0.71,47879.0,2019.0
39250165,38990538,within an hour,100%,t,5.0,"Los Angeles, CA, United States",Arts District,Downtown,City of Los Angeles,Los Angeles,CA,90012,Los Angeles,"Los Angeles, CA",US,United States,34.04906,-118.23441000000001,Loft,Private room,1,1.0,1.0,1.0,,36.0,,,$0.00,$40.00,1,$0.00,1,1125,3 weeks ago,6,21,47,314,9,100.0,10.0,10.0,10.0,10.0,4.74,47879.0,2019.0
32364673,243013539,within an hour,100%,f,2.0,"Los Angeles, CA, United States",Montecito Heights,Montecito Heights,City of Los Angeles,Los Angeles,CA,90031,Los Angeles,"Los Angeles, CA",US,United States,34.08935,-118.20543,Apartment,Entire home/apt,4,1.0,2.0,1.0,,90.0,,,,$25.00,2,$25.00,30,1125,a week ago,0,4,34,90,26,92.0,9.0,10.0,9.0,10.0,2.73,47879.0,2019.0
6828713,35772054,within a few hours,100%,t,1.0,"Long Beach, CA, United States",Long Beach,Long Beach,Other Cities,Long Beach,CA,90803,Los Angeles,"Long Beach, CA",US,United States,33.762640000000005,-118.14963,House,Entire home/apt,5,1.5,2.0,2.0,,150.0,$875.00,,$250.00,$150.00,5,$25.00,4,32,3 weeks ago,0,0,0,0,134,97.0,10.0,10.0,10.0,10.0,2.49,148.0,2019.0
22295328,2060012,within an hour,97%,f,5.0,"Los Angeles, CA, United States",Westchester/Playa Del Rey,Westchester,City of Los Angeles,Los Angeles,CA,90045,Los Angeles,"Los Angeles, CA",US,United States,33.95606,-118.38027,Serviced apartment,Entire home/apt,7,1.0,2.0,2.0,,85.0,,,,$75.00,2,$25.00,2,1125,yesterday,7,7,7,7,62,90.0,9.0,9.0,9.0,9.0,2.63,47879.0,2019.0
17826702,48709189,within an hour,100%,t,2.0,"Los Angeles, CA, United States",Highland Park,Highland Park,City of Los Angeles,Los Angeles,CA,90042,Los Angeles,"Los Angeles, CA",US,United States,34.12324,-118.20595,House,Private room,2,1.0,1.0,1.0,,55.0,,,$0.00,$20.00,1,$10.00,2,90,4 weeks ago,21,51,81,356,49,100.0,10.0,10.0,10.0,10.0,2.21,47879.0,2019.0
31413952,1454964,within a day,60%,f,5.0,"Los Angeles, CA, United States",Downtown,Downtown,City of Los Angeles,Los Angeles,CA,90015,Los Angeles,"Los Angeles, CA",US,United States,34.04145,-118.26785,Apartment,Entire home/apt,8,2.0,2.0,4.0,,299.0,,,$250.00,$95.00,6,$15.00,1,1125,a week ago,26,56,82,82,9,85.0,9.0,10.0,9.0,9.0,0.84,47879.0,2019.0
7982651,22626581,,,,,"Beverly Hills, CA, United States",Beverly Hills,Beverly Hills,Other Cities,Beverly Hills,CA,90211,Los Angeles,"Beverly Hills, CA",US,United States,34.06388,-118.38338,Apartment,Entire home/apt,6,2.0,3.0,3.0,,165.0,,"$4,900.00","$1,000.00",$225.00,1,$0.00,30,1125,2 months ago,1,1,1,1,7,89.0,10.0,9.0,10.0,10.0,0.14,8874.0,2019.0
31994946,36401148,within an hour,100%,f,5.0,"Los Angeles, CA, United States",Sherman Oaks,Sherman Oaks,City of Los Angeles,Los Angeles,CA,91423,Los Angeles,"Los Angeles, CA",US,United States,34.150290000000005,-118.42183999999999,House,Entire home/apt,4,2.0,2.0,2.0,,175.0,,,$500.00,$150.00,4,$10.00,30,1125,4 weeks ago,30,60,90,179,14,90.0,10.0,9.0,10.0,9.0,1.4,47879.0,2019.0
10040593,49751067,within an hour,100%,t,4.0,"Los Angeles, CA, United States",Silver Lake,Silver Lake,City of Los Angeles,Los Angeles,CA,90026,Los Angeles,"Los Angeles, CA",US,United States,34.09063,-118.26211,House,Entire home/apt,2,2.0,1.0,1.0,,120.0,,,$400.00,$75.00,2,$25.00,2,30,5 days ago,16,43,43,43,153,96.0,10.0,10.0,10.0,10.0,3.31,47879.0,2019.0
