id,host_id,host_response_time,host_response_rate,host_is_superhost,host_listings_count,street,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,city,state,zipcode,market,smart_location,country_code,country,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,square_feet,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,calendar_updated,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_location,reviews_per_month,crime,year
27556031,157584016,within an hour,100%,t,23.0,"Long Beach, CA, United States",Long Beach,Long Beach,Other Cities,Long Beach,CA,90803,Los Angeles,"Long Beach, CA",US,United States,33.76392,-118.13855,Apartment,Entire home/apt,2,1.0,0.0,1.0,,165.0,,,$200.00,$67.00,1,$0.00,1,90,5 weeks ago,0,4,34,124,22,95.0,10.0,10.0,10.0,10.0,1.37,148.0,2019.0
24019992,31102550,within an hour,100%,t,45.0,"Los Angeles, CA, United States",Mid-Wilshire,East Hollywood,City of Los Angeles,Los Angeles,CA,90004,Los Angeles,"Los Angeles, CA",US,United States,34.07778,-118.30568999999998,Apartment,Private room,2,1.0,1.0,1.0,,38.0,,,$200.00,$50.00,1,$5.00,31,1125,5 days ago,30,31,57,147,125,98.0,10.0,9.0,10.0,9.0,6.12,47879.0,2019.0
11554523,3075694,within an hour,100%,t,4.0,"Los Angeles, CA, United States",Hollywood Hills,Hollywood Hills,City of Los Angeles,Los Angeles,CA,90068,Los Angeles,"Los Angeles, CA",US,United States,34.107240000000004,-118.34012,Villa,Entire home/apt,3,1.0,2.0,2.0,,245.0,,,$500.00,$170.00,2,$0.00,3,1125,4 days ago,5,22,31,283,70,98.0,10.0,10.0,10.0,10.0,2.25,47879.0,2019.0
28289822,213646170,within an hour,100%,t,1.0,"Los Angeles, CA, United States",South LA,View Park-Windsor Hills,Unincorporated Areas,Los Angeles,CA,90043,Los Angeles,"Los Angeles, CA",US,United States,33.99671,-118.33742,House,Private room,4,1.0,1.0,1.0,,100.0,,,,,2,$25.00,1,1125,yesterday,25,55,85,112,72,97.0,10.0,10.0,10.0,10.0,4.91,47879.0,2019.0
9280040,46242870,within an hour,100%,t,1.0,"Los Angeles, CA, United States",South Robertson,Pico-Robertson,City of Los Angeles,Los Angeles,CA,90035,Los Angeles,"Los Angeles, CA",US,United States,34.05188,-118.38618999999998,House,Entire home/apt,2,1.0,1.0,1.0,,100.0,,,$250.00,$45.00,1,$0.00,3,28,2 weeks ago,1,3,23,197,162,100.0,10.0,10.0,10.0,10.0,3.64,47879.0,2019.0
19951592,24563544,,,f,1.0,"Los Angeles, CA, United States",Downtown,Downtown,City of Los Angeles,Los Angeles,CA,90012,Los Angeles,"Los Angeles, CA",US,United States,34.06231,-118.24595,Apartment,Private room,2,1.0,1.0,1.0,,79.0,,,$100.00,$25.00,1,$0.00,1,1125,26 months ago,0,0,0,0,20,99.0,10.0,10.0,9.0,9.0,0.7,47879.0,2019.0
38487218,289526258,within a few hours,93%,f,4.0,"Los Angeles, CA, United States",Hollywood,Hollywood,City of Los Angeles,Los Angeles,CA,90028,Los Angeles,"Los Angeles, CA",US,United States,34.098,-118.32961999999999,Apartment,Entire home/apt,4,1.0,1.0,1.0,,150.0,,,$0.00,$100.00,1,$0.00,2,1125,2 weeks ago,5,28,51,299,8,95.0,10.0,9.0,9.0,10.0,3.75,47879.0,2019.0
37694665,279288721,within an hour,100%,f,15.0,"Los Angeles, CA, United States",Mid-Wilshire,Mid-Wilshire,City of Los Angeles,Los Angeles,CA,90019,Los Angeles,"Los Angeles, CA",US,United States,34.04933,-118.34065,House,Shared room,1,5.0,1.0,1.0,,26.0,,,,,1,$0.00,30,1125,3 months ago,30,60,89,89,2,90.0,9.0,10.0,9.0,10.0,0.56,47879.0,2019.0
29990020,98516695,within an hour,100%,t,1.0,"Los Angeles, CA, United States",Lake Balboa,Lake Balboa,City of Los Angeles,Los Angeles,CA,91406,Los Angeles,"Los Angeles, CA",US,United States,34.19885,-118.49723,Guesthouse,Entire home/apt,2,1.0,1.0,2.0,,105.0,,,$100.00,$50.00,3,$100.00,2,1125,2 months ago,8,38,68,343,91,98.0,10.0,10.0,10.0,10.0,7.04,47879.0,2019.0
4880971,23863599,within a day,71%,f,2.0,"Los Angeles, CA, United States",Mid-Wilshire,Fairfax,City of Los Angeles,Los Angeles,CA,90036,Los Angeles,"Los Angeles, CA",US,United States,34.07609,-118.35976000000001,Apartment,Private room,2,1.0,1.0,1.0,,130.0,,,$0.00,$70.00,1,$0.00,4,1125,2 months ago,30,56,86,361,13,91.0,9.0,9.0,10.0,10.0,0.26,47879.0,2019.0
33911489,19663623,within an hour,100%,f,5.0,"Pasadena, CA, United States",San Marino,San Pasqual,Unincorporated Areas,Pasadena,CA,91107,Los Angeles,"Pasadena, CA",US,United States,34.14072,-118.09813,House,Private room,3,1.0,1.0,2.0,,68.0,,,$400.00,$50.00,1,$15.00,3,180,3 months ago,30,60,90,179,2,100.0,10.0,10.0,10.0,10.0,0.28,67.0,2019.0
27202313,98783283,within an hour,100%,t,1.0,"Los Angeles, CA, United States",Westside,Cheviot Hills,City of Los Angeles,Los Angeles,CA,90064,Los Angeles,"Los Angeles, CA",US,United States,34.04253,-118.42173999999999,Guesthouse,Entire home/apt,3,1.0,2.0,2.0,,185.0,,,$200.00,$105.00,3,$80.00,3,60,3 weeks ago,4,13,30,30,40,99.0,10.0,10.0,10.0,10.0,2.53,47879.0,2019.0
36482283,56636321,within an hour,99%,f,24.0,"Los Angeles, CA, United States",Mid-Wilshire,Koreatown,City of Los Angeles,Los Angeles,CA,90004,Los Angeles,"Los Angeles, CA",US,United States,34.07584,-118.30738000000001,Hostel,Hotel room,1,3.5,1.0,1.0,,27.0,,,,,1,$0.00,1,1125,1 week ago,30,60,90,365,2,90.0,8.0,9.0,10.0,10.0,0.47,47879.0,2019.0
4956374,11524850,within a few hours,89%,f,7.0,"Los Angeles, CA, United States",East Hollywood,East Hollywood,City of Los Angeles,Los Angeles,CA,90027,Los Angeles,"Los Angeles, CA",US,United States,34.09867,-118.30911,Apartment,Private room,2,1.0,1.0,1.0,,55.0,$375.00,"$1,395.00",$300.00,$30.00,1,$20.00,1,1125,4 weeks ago,24,54,84,359,54,90.0,9.0,9.0,9.0,9.0,0.91,47879.0,2019.0
5863701,5421691,within an hour,100%,t,1.0,"Los Angeles, CA, United States",Glassell Park,Glassell Park,City of Los Angeles,Los Angeles,CA,90065,Los Angeles,"Los Angeles, CA",US,United States,34.11233,-118.23333999999998,Apartment,Entire home/apt,2,1.0,1.0,1.0,,85.0,,,$300.00,$65.00,2,$25.00,30,1125,2 months ago,25,53,83,358,52,98.0,10.0,10.0,10.0,9.0,0.94,47879.0,2019.0
26629179,6182035,within an hour,100%,t,2.0,"Los Angeles, CA, United States",Elysian Valley,Elysian Valley,City of Los Angeles,Los Angeles,CA,90039,Los Angeles,"Los Angeles, CA",US,United States,34.10237,-118.24838999999999,House,Entire home/apt,7,1.0,3.0,3.0,,225.0,,,$300.00,$140.00,6,$20.00,2,1125,2 days ago,15,45,75,165,51,96.0,10.0,10.0,10.0,9.0,3.02,47879.0,2019.0
7788846,12460464,within an hour,100%,f,1.0,"Los Angeles, CA, United States",Echo Park,Westlake,City of Los Angeles,Los Angeles,CA,90026,Los Angeles,"Los Angeles, CA",US,United States,34.06868,-118.26206,House,Entire home/apt,2,1.0,1.0,1.0,,68.0,$650.00,"$2,500.00",$100.00,$40.00,1,$20.00,1,1125,3 weeks ago,19,47,77,162,185,91.0,10.0,9.0,10.0,9.0,5.05,47879.0,2019.0
17625583,11269819,,,f,1.0,"Burbank, CA, United States",Burbank,Burbank,Other Cities,Burbank,CA,91506,Los Angeles,"Burbank, CA",US,United States,34.17194,-118.32983999999999,Guesthouse,Entire home/apt,3,1.0,0.0,2.0,,115.0,,,$125.00,$75.00,2,$0.00,4,29,6 weeks ago,15,33,62,152,16,100.0,10.0,10.0,10.0,10.0,0.49,8775.0,2019.0
7219012,37792784,,,f,1.0,"Los Angeles, CA, United States",Venice,Venice,City of Los Angeles,Los Angeles,CA,90291,Los Angeles,"Los Angeles, CA",US,United States,33.9908,-118.47511999999999,Apartment,Entire home/apt,4,2.0,2.0,2.0,,150.0,,,,$120.00,1,$0.00,30,1125,39 months ago,0,0,0,0,7,94.0,10.0,9.0,10.0,10.0,0.13,47879.0,2019.0
25730980,66235905,within an hour,100%,t,2.0,"Los Angeles, CA, United States",Sylmar,Sylmar,City of Los Angeles,Los Angeles,CA,91342,Los Angeles,"Los Angeles, CA",US,United States,34.2971,-118.45067,Condominium,Private room,2,1.0,1.0,1.0,,50.0,,,$150.00,$30.00,2,$25.00,30,365,3 months ago,0,0,5,94,41,98.0,10.0,10.0,10.0,10.0,2.25,47879.0,2019.0
39255173,166053391,within an hour,100%,t,1.0,"Long Beach, CA, United States",Long Beach,Long Beach,Other Cities,Long Beach,CA,90803,Los Angeles,"Long Beach, CA",US,United States,33.76168,-118.13448999999999,Apartment,Entire home/apt,4,1.0,1.0,3.0,,169.0,,,$500.00,$110.00,5,$25.00,2,21,yesterday,21,40,53,142,2,100.0,10.0,10.0,10.0,10.0,1.46,148.0,2019.0
15718900,79704072,within a day,100%,f,2.0,"Los Angeles, CA, United States",Van Nuys,Van Nuys,City of Los Angeles,Los Angeles,CA,91405,Los Angeles,"Los Angeles, CA",US,United States,34.20408,-118.43881999999999,House,Private room,2,1.0,1.0,1.0,,45.0,,,$300.00,$15.00,1,$0.00,1,1125,6 months ago,4,34,64,64,6,100.0,10.0,10.0,10.0,10.0,0.16,47879.0,2019.0
21054622,44616971,within a few hours,90%,f,16.0,"Los Angeles, CA, United States",Venice,Venice,City of Los Angeles,Los Angeles,CA,90291,Los Angeles,"Los Angeles, CA",US,United States,33.99474,-118.47276000000001,Bungalow,Entire home/apt,5,1.0,2.0,3.0,,125.0,,,,,1,$0.00,31,1125,2 weeks ago,7,7,20,145,10,94.0,10.0,9.0,10.0,10.0,0.41,47879.0,2019.0
3032218,15444398,within a day,100%,t,1.0,"Los Angeles, CA, United States",Hollywood,Hollywood Hills,City of Los Angeles,Los Angeles,CA,90068,Los Angeles,"Los Angeles, CA",US,United States,34.11422,-118.3245,House,Entire home/apt,4,1.0,2.0,2.0,,200.0,"$1,150.00","$4,000.00","$1,000.00",$75.00,2,$10.00,30,1125,3 weeks ago,30,31,31,247,46,97.0,10.0,9.0,10.0,10.0,0.69,47879.0,2019.0
13474981,8890758,,,f,1.0,"Los Angeles, CA, United States",Bel Air/Beverly Crest,Hollywood Hills West,City of Los Angeles,Los Angeles,CA,90069,Los Angeles,"Los Angeles, CA",US,United States,34.097,-118.37794,House,Private room,2,1.0,1.0,1.0,,100.0,,,$100.00,,1,$0.00,1,1125,37 months ago,0,0,0,0,3,70.0,9.0,10.0,10.0,9.0,0.07,47879.0,2019.0
24973009,188804670,a few days or more,0%,f,3.0,"Los Angeles, CA, United States",Hollywood,Hollywood,City of Los Angeles,Los Angeles,CA,90046,Los Angeles,"Los Angeles, CA",US,United States,34.09861,-118.3506,Apartment,Private room,1,1.0,1.0,1.0,,85.0,,,$200.00,$50.00,1,$25.00,30,30,16 months ago,0,0,0,0,3,90.0,8.0,8.0,8.0,8.0,0.16,47879.0,2019.0
31363738,230090742,within an hour,80%,f,5.0,"Los Angeles, CA, United States",West Adams,Harvard Heights,City of Los Angeles,Los Angeles,CA,90006,Los Angeles,"Los Angeles, CA",US,United States,34.04117,-118.30698999999998,House,Private room,2,1.0,1.0,1.0,,65.0,,,$0.00,$20.00,2,$25.00,30,365,a week ago,22,52,82,357,8,90.0,10.0,9.0,10.0,9.0,0.8,47879.0,2019.0
5729,9171,within an hour,100%,t,8.0,"Los Angeles, CA, United States",Del Rey,Del Rey,City of Los Angeles,Los Angeles,CA,90066,Los Angeles,"Los Angeles, CA",US,United States,33.98685,-118.43266000000001,Guesthouse,Private room,3,1.0,1.0,2.0,400.0,105.0,,,$150.00,$50.00,2,$15.00,30,1125,6 weeks ago,9,15,31,300,217,95.0,9.0,9.0,10.0,10.0,1.74,47879.0,2019.0
982128,5378411,,,f,1.0,"Los Angeles, CA, United States",Echo Park,Echo Park,City of Los Angeles,Los Angeles,CA,90026,Los Angeles,"Los Angeles, CA",US,United States,34.07775,-118.25306,Bungalow,Entire home/apt,2,1.0,0.0,0.0,,85.0,,,,$50.00,1,$0.00,30,60,13 months ago,0,0,0,0,62,95.0,9.0,9.0,10.0,10.0,0.76,47879.0,2019.0
27551983,44760347,within an hour,100%,t,1.0,"Long Beach, CA, United States",Long Beach,Long Beach,Other Cities,Long Beach,CA,90803,Los Angeles,"Long Beach, CA",US,United States,33.76623,-118.15506,Guest suite,Private room,3,1.0,0.0,1.0,,45.0,,,$0.00,$20.00,2,$10.00,1,7,3 days ago,8,37,59,298,40,97.0,10.0,10.0,10.0,10.0,8.16,148.0,2019.0
32150062,226114239,within an hour,100%,f,42.0,"Los Angeles, CA, United States",Downtown,Downtown,City of Los Angeles,Los Angeles,CA,90012,Los Angeles,"Los Angeles, CA",US,United States,34.06047,-118.24768,Apartment,Private room,2,1.0,1.0,1.0,,99.0,,,,$30.00,2,$60.00,1,1125,today,23,53,83,284,1,60.0,8.0,2.0,4.0,10.0,0.1,47879.0,2019.0
6558940,17981722,within an hour,98%,f,55.0,"Los Angeles, CA, United States",Echo Park,Chinatown,City of Los Angeles,Los Angeles,CA,90012,Los Angeles,"Los Angeles, CA",US,United States,34.063159999999996,-118.24618999999998,Apartment,Entire home/apt,8,1.0,2.0,5.0,,247.0,,,$150.00,$99.00,4,$0.00,1,1125,3 weeks ago,0,0,0,0,144,93.0,9.0,9.0,9.0,10.0,2.62,47879.0,2019.0
16660782,80575009,within an hour,100%,t,2.0,"Los Angeles, CA, United States",Downtown,Downtown,City of Los Angeles,Los Angeles,CA,90017,Los Angeles,"Los Angeles, CA",US,United States,34.04125,-118.25856,Aparthotel,Entire home/apt,6,1.0,2.0,2.0,,180.0,,,$500.00,$85.00,4,$15.00,2,1125,today,9,30,60,149,124,94.0,9.0,10.0,9.0,9.0,3.51,47879.0,2019.0
37919521,32419213,within a few hours,100%,f,0.0,"Burbank, CA, United States",Burbank,Burbank,Other Cities,Burbank,CA,91506,Los Angeles,"Burbank, CA",US,United States,34.1803,-118.32793000000001,House,Private room,2,1.0,1.0,1.0,,120.0,,,$0.00,$50.00,1,$0.00,1,10,5 weeks ago,13,42,72,72,2,90.0,9.0,10.0,10.0,10.0,2.0,8775.0,2019.0
25075554,84573397,within an hour,100%,t,2.0,"Long Beach, CA, United States",Long Beach,Long Beach,Other Cities,Long Beach,CA,90813,Los Angeles,"Long Beach, CA",US,United States,33.77713,-118.19383,Condominium,Entire home/apt,4,1.0,1.0,1.0,,125.0,,,$500.00,$110.00,4,$0.00,2,1125,yesterday,0,0,0,187,13,95.0,10.0,10.0,10.0,10.0,0.77,148.0,2019.0
38122287,289455291,within an hour,100%,f,0.0,"Alhambra, CA, United States",Alhambra,Alhambra,Other Cities,Alhambra,CA,91801,Los Angeles,"Alhambra, CA",US,United States,34.08489,-118.11341000000002,House,Entire home/apt,10,1.0,3.0,6.0,,185.0,,,$250.00,$200.00,3,$20.00,1,1125,4 weeks ago,21,51,81,81,7,91.0,9.0,10.0,10.0,9.0,2.76,11.0,2019.0
10502872,6412585,within an hour,100%,t,3.0,"Long Beach, CA, United States",Long Beach,Long Beach,Other Cities,Long Beach,CA,90802,Los Angeles,"Long Beach, CA",US,United States,33.77244,-118.19748,House,Private room,3,1.0,1.0,2.0,,72.0,$280.00,$900.00,,,1,$0.00,1,1125,yesterday,4,4,4,191,193,97.0,10.0,10.0,10.0,10.0,4.07,148.0,2019.0
10790007,37666326,within an hour,100%,t,3.0,"Long Beach, CA, United States",Long Beach,Long Beach,Other Cities,Long Beach,CA,90803,Los Angeles,"Long Beach, CA",US,United States,33.75862,-118.12915,House,Private room,2,1.5,1.0,1.0,,75.0,,,$0.00,$25.00,2,$30.00,1,1125,10 months ago,0,0,0,0,117,96.0,10.0,10.0,10.0,10.0,2.49,148.0,2019.0
15089,59169,within an hour,100%,t,3.0,"Los Angeles, CA, United States",Mid-Wilshire,Mid-City,City of Los Angeles,Los Angeles,CA,90019,Los Angeles,"Los Angeles, CA",US,United States,34.0415,-118.35263,Bungalow,Entire home/apt,2,1.0,1.0,1.0,,89.0,$599.00,"$1,925.00","$1,000.00",$119.00,2,$59.00,3,365,2 months ago,21,33,38,313,56,96.0,9.0,10.0,9.0,10.0,0.45,47879.0,2019.0
20887238,2749534,within an hour,100%,t,4.0,"Los Angeles, CA, United States",Downtown,Downtown,City of Los Angeles,Los Angeles,CA,90014,Los Angeles,"Los Angeles, CA",US,United States,34.043420000000005,-118.25418,Loft,Entire home/apt,2,1.0,1.0,2.0,,135.0,,,"$1,000.00",$69.00,2,$10.00,30,1125,4 months ago,0,0,0,0,10,92.0,9.0,10.0,10.0,8.0,0.37,47879.0,2019.0
39028280,22846573,within an hour,100%,f,0.0,"Los Angeles, CA, United States",Los Feliz,Los Feliz,City of Los Angeles,Los Angeles,CA,90027,Los Angeles,"Los Angeles, CA",US,United States,34.10373,-118.2779,House,Private room,2,1.0,1.0,1.0,,109.0,,,$150.00,$79.00,2,$15.00,2,30,today,11,37,67,67,5,100.0,10.0,10.0,10.0,10.0,5.0,47879.0,2019.0
15407094,6824743,within a few hours,74%,f,5.0,"Los Angeles, CA, United States",Sherman Oaks,Sherman Oaks,City of Los Angeles,Los Angeles,CA,91401,Los Angeles,"Los Angeles, CA",US,United States,34.17153,-118.43016000000001,House,Entire home/apt,7,1.0,2.0,5.0,,199.0,,,,$85.00,1,$0.00,2,1125,6 weeks ago,5,7,7,9,5,73.0,9.0,7.0,10.0,9.0,0.14,47879.0,2019.0
28062094,27874646,within an hour,100%,t,4.0,"Los Angeles, CA, United States",Silver Lake,Silver Lake,City of Los Angeles,Los Angeles,CA,90039,Los Angeles,"Los Angeles, CA",US,United States,34.09124,-118.26248000000001,Bungalow,Private room,2,1.0,1.0,1.0,,61.0,,,$250.00,$75.00,2,$75.00,6,29,5 months ago,29,59,89,89,2,100.0,9.0,8.0,10.0,10.0,0.15,47879.0,2019.0
3963791,1489491,within a day,100%,f,1.0,"West Hollywood, CA, United States",West Hollywood,West Hollywood,Other Cities,West Hollywood,CA,90046,Los Angeles,"West Hollywood, CA",US,United States,34.08961,-118.36091,Apartment,Entire home/apt,3,1.0,1.0,2.0,,125.0,$935.00,,$150.00,$75.00,2,$15.00,31,66,3 months ago,14,44,74,349,73,99.0,10.0,10.0,10.0,10.0,1.14,27938.0,2019.0
3426046,10000650,within an hour,100%,f,1.0,"Santa Monica, CA, United States",Brentwood,Santa Monica,Other Cities,Santa Monica,CA,90402,Los Angeles,"Santa Monica, CA",US,United States,34.04065,-118.48329,Guesthouse,Private room,2,1.0,1.0,1.0,,100.0,,,,,1,$0.00,2,1125,2 months ago,30,47,77,352,242,96.0,10.0,9.0,10.0,10.0,3.98,7166.0,2019.0
33724187,177356946,within an hour,100%,t,1.0,"Los Angeles, CA, United States",Westwood,Westwood,City of Los Angeles,Los Angeles,CA,90024,Los Angeles,"Los Angeles, CA",US,United States,34.06252,-118.44211000000001,Apartment,Private room,2,1.5,1.0,1.0,,85.0,,,,$50.00,1,$10.00,1,6,3 weeks ago,7,17,37,100,46,98.0,10.0,10.0,10.0,10.0,5.92,47879.0,2019.0
12523420,67838510,,,f,1.0,"Los Angeles, CA, United States",Westside,Sawtelle,City of Los Angeles,Los Angeles,CA,90064,Los Angeles,"Los Angeles, CA",US,United States,34.03689,-118.43586,Condominium,Private room,1,1.0,1.0,1.0,,99.0,,,,,1,$0.00,1,1125,19 months ago,0,0,0,0,3,100.0,10.0,10.0,10.0,10.0,0.07,47879.0,2019.0
13644509,74406589,,,f,1.0,"Los Angeles, CA, United States",Studio City,Studio City,City of Los Angeles,Los Angeles,CA,91604,Los Angeles,"Los Angeles, CA",US,United States,34.14182,-118.4004,Bungalow,Entire home/apt,2,1.5,3.0,3.0,,180.0,,,$0.00,$100.00,1,$0.00,2,1125,4 months ago,0,0,0,0,23,99.0,10.0,9.0,10.0,10.0,0.55,47879.0,2019.0
17830188,121933439,within a day,100%,t,1.0,"Long Beach, CA, United States",Long Beach,Long Beach,Other Cities,Long Beach,CA,90802,Los Angeles,"Long Beach, CA",US,United States,33.76515,-118.17246999999999,Condominium,Entire home/apt,5,1.0,2.0,5.0,,189.0,,,$0.00,$65.00,1,$0.00,5,14,3 weeks ago,1,30,60,335,24,97.0,10.0,10.0,10.0,10.0,0.78,148.0,2019.0
6259767,32522510,within an hour,98%,f,5.0,"Beverly Hills, CA, United States",Beverly Hills,Beverly Hills,Other Cities,Beverly Hills,CA,90212,Los Angeles,"Beverly Hills, CA",US,United States,34.06602,-118.39301999999999,Apartment,Entire home/apt,5,2.0,1.0,0.0,,149.0,,,$500.00,$100.00,4,$0.00,2,1125,5 weeks ago,23,53,83,173,30,87.0,9.0,9.0,8.0,10.0,0.69,8874.0,2019.0
34540459,5540959,within a day,90%,f,2.0,"Santa Monica, CA, United States",Santa Monica,Santa Monica,Other Cities,Santa Monica,CA,90403,Los Angeles,"Santa Monica, CA",US,United States,34.02567,-118.49328999999999,Apartment,Private room,2,1.0,1.0,1.0,,82.0,,,"$1,250.00",$75.00,1,$75.00,1,60,2 weeks ago,28,58,88,88,3,100.0,10.0,10.0,10.0,10.0,0.45,7166.0,2019.0
12207553,11886617,within an hour,100%,t,1.0,"Los Angeles, CA, United States",Mar Vista,Sawtelle,City of Los Angeles,Los Angeles,CA,90064,Los Angeles,"Los Angeles, CA",US,United States,34.022690000000004,-118.44022,Guesthouse,Entire home/apt,2,1.0,1.0,1.0,,89.0,,,$100.00,$55.00,1,$0.00,2,1125,3 days ago,19,27,27,29,199,98.0,10.0,10.0,10.0,10.0,4.6,47879.0,2019.0
38758767,296402642,within an hour,100%,f,0.0,"Los Angeles, CA, United States",Hollywood,Hollywood Hills,City of Los Angeles,Los Angeles,CA,90068,Los Angeles,"Los Angeles, CA",US,United States,34.13004,-118.34585,Townhouse,Private room,3,1.0,1.0,1.0,,99.0,,,$0.00,$0.00,2,$15.00,1,1125,5 weeks ago,17,47,77,167,22,91.0,10.0,9.0,10.0,10.0,8.57,47879.0,2019.0
23809717,178687394,within a few hours,75%,f,1.0,"Beverly Hills, CA, United States",Beverly Hills,Beverly Hills,Other Cities,Beverly Hills,CA,90212,Los Angeles,"Beverly Hills, CA",US,United States,34.06603,-118.3985,Apartment,Entire home/apt,6,2.0,2.0,3.0,,250.0,,,$200.00,$250.00,1,$50.00,30,180,6 months ago,0,1,31,121,10,98.0,10.0,10.0,10.0,10.0,0.52,8874.0,2019.0
20055130,29113638,within an hour,100%,f,3.0,"Los Angeles, CA, United States",El Sereno,Alhambra,Other Cities,Los Angeles,CA,90032,Los Angeles,"Los Angeles, CA",US,United States,34.092690000000005,-118.16016,House,Private room,2,1.0,1.0,2.0,,22.0,,,$500.00,$125.00,1,$20.00,31,1125,6 months ago,1,31,61,151,1,100.0,10.0,10.0,10.0,10.0,0.04,47879.0,2019.0
13982422,50956304,within an hour,100%,f,1.0,"Alhambra, CA, United States",Alhambra,Alhambra,Other Cities,Alhambra,CA,91801,Los Angeles,"Alhambra, CA",US,United States,34.09303,-118.13306000000001,Condominium,Entire home/apt,4,2.0,2.0,2.0,,100.0,,,$200.00,$45.00,2,$10.00,3,1125,4 days ago,6,32,62,337,99,96.0,10.0,9.0,10.0,10.0,2.42,11.0,2019.0
33432152,132401606,within an hour,100%,t,2.0,"Los Angeles, CA, United States",Canoga Park,Canoga Park,City of Los Angeles,Los Angeles,CA,91304,Los Angeles,"Los Angeles, CA",US,United States,34.22095,-118.59057,House,Private room,2,1.0,1.0,1.0,,59.0,,,,$25.00,2,$20.00,30,1125,2 months ago,30,60,90,365,3,93.0,10.0,9.0,10.0,9.0,0.36,47879.0,2019.0
36756393,52108788,within an hour,100%,f,4.0,"Long Beach, CA, United States",Long Beach,Long Beach,Other Cities,Long Beach,CA,90814,Los Angeles,"Long Beach, CA",US,United States,33.76704,-118.15961000000001,Condominium,Private room,2,1.0,1.0,1.0,,129.0,,,$0.00,$25.00,2,$30.00,1,1125,2 months ago,0,0,4,4,5,96.0,10.0,10.0,10.0,10.0,1.08,148.0,2019.0
27786442,209743834,within an hour,100%,f,19.0,"Los Angeles, CA, United States",Mid-City,Arlington Heights,City of Los Angeles,Los Angeles,CA,90019,Los Angeles,"Los Angeles, CA",US,United States,34.04479,-118.32731000000001,House,Shared room,1,1.0,1.0,1.0,,90.0,,,$0.00,$0.00,1,$35.00,1,30,yesterday,12,42,72,347,21,97.0,10.0,10.0,10.0,10.0,1.35,47879.0,2019.0
38004606,288284093,within an hour,95%,f,0.0,"Los Angeles, CA, United States",West Adams,Pico-Union,City of Los Angeles,Los Angeles,CA,90006,Los Angeles,"Los Angeles, CA",US,United States,34.04316,-118.2856,House,Shared room,3,4.0,1.0,8.0,,12.0,,,,,1,$20.00,1,1125,today,9,9,9,9,10,86.0,9.0,8.0,9.0,8.0,3.26,47879.0,2019.0
16230857,2065237,within an hour,100%,t,2.0,"Los Angeles, CA, United States",Mount Washington,Mount Washington,City of Los Angeles,Los Angeles,CA,90065,Los Angeles,"Los Angeles, CA",US,United States,34.09982,-118.2302,Condominium,Entire home/apt,2,1.0,0.0,1.0,,99.0,,,$0.00,$69.00,1,$9.00,60,100,5 days ago,4,10,10,10,57,98.0,10.0,10.0,10.0,10.0,1.57,47879.0,2019.0
3803590,19544751,within an hour,100%,t,4.0,"Los Angeles, CA, United States",Hollywood,Hollywood,City of Los Angeles,Los Angeles,CA,90038,Los Angeles,"Los Angeles, CA",US,United States,34.09272,-118.33216999999999,Loft,Entire home/apt,3,1.0,1.0,2.0,,135.0,$900.00,"$3,450.00",$300.00,$99.00,1,$0.00,1,1125,3 days ago,5,24,45,311,428,97.0,10.0,10.0,10.0,10.0,7.09,47879.0,2019.0
16033356,15643925,within an hour,100%,t,19.0,"Inglewood, CA, United States",Inglewood,Inglewood,Other Cities,Inglewood,CA,90303,Los Angeles,"Inglewood, CA",US,United States,33.93311,-118.33388000000001,House,Entire home/apt,5,1.0,2.0,4.0,,90.0,,,$0.00,$30.00,1,$0.00,1,29,today,4,8,19,223,398,95.0,10.0,10.0,10.0,9.0,10.74,7980.0,2019.0
9155386,47661894,within a day,78%,f,1.0,"Burbank, CA, United States",Burbank,Burbank,Other Cities,Burbank,CA,91505,Los Angeles,"Burbank, CA",US,United States,34.17183,-118.35502,House,Private room,6,1.0,1.0,3.0,,69.0,,,,$40.00,1,$10.00,1,1125,13 months ago,29,59,89,364,62,90.0,9.0,9.0,10.0,10.0,1.24,8775.0,2019.0
21312843,44511989,within an hour,88%,f,15.0,"Los Angeles, CA, United States",Hollywood,Hollywood,City of Los Angeles,Los Angeles,CA,90028,Los Angeles,"Los Angeles, CA",US,United States,34.1027,-118.33276000000001,Loft,Entire home/apt,4,1.0,0.0,2.0,,150.0,,,$0.00,$90.00,1,$0.00,1,1125,3 days ago,17,43,43,43,5,92.0,10.0,9.0,10.0,10.0,0.24,47879.0,2019.0
28016676,95605354,within an hour,100%,f,7.0,"Los Angeles, CA, United States",Van Nuys,Van Nuys,City of Los Angeles,Los Angeles,CA,91405,Los Angeles,"Los Angeles, CA",US,United States,34.193490000000004,-118.45192,Apartment,Entire home/apt,6,2.0,2.0,4.0,,140.0,,,$0.00,$130.00,4,$0.00,30,60,a week ago,30,60,90,180,6,100.0,10.0,10.0,9.0,10.0,0.42,47879.0,2019.0
